critic_name,top_critic,publisher_name,total_reviews,agreement_rate,big_movie_agreement_rate,fresh_rate,tier
David Opie,True,,57,0.8545,1.0,0.8596,established
David Poland,True,,100,0.8,0.8293,0.84,veteran
David Reddish,True,,100,0.87,1.0,0.89,veteran
David Robb,False,Slant Magazine,50,0.5745,,0.46,established
David Sexton,False,London Evening Standard,100,0.78,0.7391,0.72,veteran
David Sims,True,,100,0.87,0.8378,0.83,veteran
David Tejero Nogales,False,El antepenúltimo mohicano,22,0.8095,,1.0,newcomer
David Tusing,False,The National (UAE),10,0.8,,0.6,newcomer
David Walsh,True,,100,0.5217,0.2857,0.47,veteran
David-Elijah Nahmod,False,Bay Area Reporter,70,0.9508,,0.9714,established
Debashine Thangevelo,False,Independent Online (South Africa),43,0.6905,,0.5581,established
Debi Enker,False,The Age (Australia),7,1.0,,1.0,newcomer
Deborah Ross,True,,100,0.73,0.6538,0.68,veteran
Deepa Gahlot,False,Scroll.in,29,0.7917,,0.4828,newcomer
Del Winters,False,MovieJawn,8,0.7143,,0.75,newcomer
Denise Zubizarreta,True,,17,0.8,,0.8235,newcomer
Dennis Harvey,True,,100,0.7849,0.6,0.8,veteran
Dennis King,False,Tulsa World,100,0.95,,0.86,veteran
Dennis Perkins,False,AV Club,24,0.8421,,0.8333,newcomer
Dennis Schwartz,True,,100,0.7742,1.0,0.58,veteran
Derek Chen,False,,17,0.7333,,0.4118,newcomer
Derrick Murray,True,,100,0.8586,0.8333,0.75,veteran
Dessi Gomez,False,Deadline Hollywood Daily,6,0.8333,1.0,1.0,newcomer
Devan Suber,False,IGN Movies,14,0.9231,,0.8571,newcomer
Devesh Sharma,False,Filmfare,100,0.6571,0.8667,0.86,veteran
Dex Wesley Parra,False,Austin Chronicle,16,0.6875,,0.8125,newcomer
Dhruv Goyal,False,In Review Online,35,0.75,,0.5714,established
Diedre Johnson,True,,6,0.5,,1.0,newcomer
Diego Batlle,False,Otroscines.com,100,0.9014,0.9091,0.83,veteran
Diego Semerene,False,Slant Magazine,100,0.6667,,0.64,veteran
Dillon Gonzales,False,InSession Film,28,0.8519,,1.0,newcomer
Dina Kaur,False,Arizona Republic,19,0.8421,,0.8947,newcomer
Dirk Libbey,False,CinemaBlend,69,0.8116,,0.6957,established
DJ BenHaMeen,False,For All Nerds Podcast,12,0.6667,0.6364,0.8333,newcomer
Dolores Quintana,True,,100,0.8021,1.0,0.94,veteran
Dom Fisher,False,Geek Vibes Nation,40,0.8718,0.8571,0.925,established
Dominic Baez,False,Seattle Times,19,0.6842,0.75,0.7895,newcomer
Dominic Patten,True,,15,0.8,,0.6667,newcomer
Don Aucoin,False,Boston Globe,12,0.9091,,0.75,newcomer
Don Kaye,False,Den of Geek,100,0.75,0.6667,0.59,veteran
Don R. Lewis,True,,100,0.8021,,0.85,veteran
Donald Liebenson,False,Chicago Tribune,15,1.0,,0.8,newcomer
Doug Walker,True,,100,0.7,0.75,0.57,veteran
Dov Kornits,True,,47,0.766,,0.8723,established
Drew Gillis,False,PopMatters,7,0.8571,,1.0,newcomer
Dulcie Pearce,False,The Sun (UK),100,0.7755,0.7568,0.77,veteran
Dustin Rowles,True,,100,0.7449,0.8333,0.58,veteran
Dónal Lynch,False,Independent (UK),27,0.84,,0.8148,newcomer
Ed Cumming,False,Daily Telegraph (UK),29,0.875,,0.7931,newcomer
Eddie Harrison,True,,100,0.6082,0.8571,0.93,veteran
Edgar Ortega,True,,27,0.84,0.8182,0.8148,newcomer
Edward Frumkin,False,The Film Stage,13,0.7273,,0.7692,newcomer
Edwin Arnaudin,True,,100,0.73,0.8421,0.72,veteran
Eileen G'Sell,False,"Metro Times (Detroit, MI)",72,0.8429,,0.8611,established
Eilidh Akilade,False,The Skinny,5,0.8,,1.0,newcomer
Eleanor Halls,False,Daily Telegraph (UK),5,1.0,,0.6,newcomer
Eleanor O'Sullivan,True,,100,0.7,,0.67,veteran
Elena Lazic,True,,100,0.631,,0.73,veteran
Eli Friedberg,False,Slant Magazine,40,0.7,0.8,0.65,established
Elijah Fischer,False,MovieJawn,10,0.8333,,0.6,newcomer
Elijah Gonzalez,True,,23,0.7727,,0.7391,newcomer
Elisa Guimarães,False,Collider,21,0.8095,,0.8095,newcomer
Elisabeth Vincentelli,False,New York Times,72,0.7746,,0.6528,established
Elissa Suh,True,,100,0.7347,0.5714,0.72,veteran
Elizabeth Kerr,False,The Hollywood Reporter,100,0.7778,,0.79,veteran
Elizabeth Weitzman,True,,100,0.8673,,0.76,veteran
Elle Hunt,False,Guardian,5,1.0,,1.0,newcomer
Ellen E Jones,False,Empire Magazine,100,0.7419,0.6667,0.65,veteran
Elliott Cuff,False,Loud and Clear Reviews,10,0.875,,0.8,newcomer
Ema Sasic,False,Next Best Picture,100,0.8163,0.8,0.8,veteran
Emedo Ashibeze,False,Screen Rant,11,1.0,,0.4545,newcomer
Emiliano Basile,False,EscribiendoCine,100,0.7326,,0.82,veteran
Emilie Black,True,,100,0.6557,,0.8,veteran
Emilio Luna,False,El antepenúltimo mohicano,16,0.9375,,1.0,newcomer
Emily Bernard,False,Collider,21,0.8571,,1.0,newcomer
Emily Garbutt,False,Total Film,5,0.8,1.0,0.8,newcomer
Emily von Seele,False,Daily Dead,35,0.8529,,0.9429,established
Emma Badame,False,That Shelf,51,0.8936,0.875,0.902,established
Emma Fraser,True,,8,0.75,,1.0,newcomer
Emma Kiely,True,,84,0.7195,1.0,0.5714,established
Emma Stefansky,True,,100,0.7374,0.6667,0.84,veteran
Enrique Abenia,False,Cinemanía (Spain),46,0.5778,,0.8043,established
Eric Deggans,True,,42,0.8462,,0.9048,established
Eric Francisco,False,Total Film,35,0.7714,,0.6,established
Eric Langberg,True,,100,0.8333,1.0,0.95,veteran
Eric Marchen,True,,100,0.7604,0.7708,0.66,veteran
Erik Adams,True,,30,0.8621,,0.8,established
Erik Kain,True,,49,0.6531,0.6667,0.6735,established
Erik Piepenburg,False,New York Times,22,0.5909,,0.4545,newcomer
Erik Reeds,False,Spectrum Culture,52,0.8571,,0.7885,established
Erin Maxwell,False,L.A. Weekly,49,0.7347,1.0,0.6939,established
Erin Strecker,False,Entertainment Weekly,9,0.8889,,0.7778,newcomer
Esther Rosenfield,False,Little White Lies,8,0.75,,0.75,newcomer
Ethan Dayton,False,That Shelf,11,0.8,,0.6364,newcomer
Ethan J. Rosenberg,False,In Review Online,28,0.5,0.2857,0.3929,newcomer
Ethan Padgett,False,Film Threat,60,0.8276,,1.0,established
Eulàlia Iglesias,False,Fotogramas,88,0.9,,0.8523,established
Evan Griffin,False,The Young Folks,22,0.8636,,0.7273,newcomer
Evan Valentine,False,Collider,13,0.7692,,0.6923,newcomer
Farah Cheded,True,,100,0.9375,,0.92,veteran
Fatima Sheriff,False,Little White Lies,23,0.8571,,0.7826,newcomer
Felipe Rangel,False,Screen Rant,6,0.4,,0.6667,newcomer
Fernanda Camargo,False,Common Sense Media,11,1.0,,1.0,newcomer
Fernando Brenner,False,EscribiendoCine,5,1.0,,1.0,newcomer
Film4 Staff,False,Film4,100,0.7732,,0.73,veteran
Fiona Rae,False,Film Threat,5,1.0,,1.0,newcomer
Fran Chico,False,Fotogramas,39,0.6923,0.8,0.9231,established
Fran Winston,False,Daily Express (UK),11,0.8,,0.8182,newcomer
Francesca Steele,False,Sight & Sound,100,0.79,0.8235,0.69,veteran
Frank Bruni,False,Detroit Free Press,20,0.8,,0.7,newcomer
Frank Scheck,False,The Hollywood Reporter,100,0.7938,0.8462,0.6,veteran
Frank Swietek,True,,100,0.5204,0.4242,0.32,veteran
Frank Wilkins,True,,100,0.89,0.9032,0.81,veteran
Frantz Jerome,False,Black Nerd Problems,26,0.8077,,0.8077,newcomer
Fred Topel,True,,100,0.7526,0.7273,0.81,veteran
Gabriel Tate,False,The Times (UK),16,0.9,,0.8125,newcomer
Gabriela Meza,True,,93,0.7283,0.7941,0.6989,established
Gaius Bolling,False,Geek Vibes Nation,19,0.8947,0.8571,0.8947,newcomer
Ganesh Aaglave,False,Firstpost,100,0.6849,0.9583,0.83,veteran
Gary M. Kramer,True,,100,0.7955,1.0,0.76,veteran
Gary Susman,True,,52,0.6346,,0.7115,established
Gautam Anand,False,The Cinemaholic,7,0.5714,,0.5714,newcomer
Gavia Baker-Whitelaw,False,Empire Magazine,100,0.7778,,0.64,veteran
Gavin Spoors,True,,100,0.7979,0.8,0.7,veteran
Gemma Wilson,False,Seattle Times,8,0.375,,0.875,newcomer
Genevieve Koski,True,,61,0.75,,0.5902,established
Geoff Andrew,False,Time Out,100,0.8776,,0.85,veteran
Geoffrey Macnab,False,Sight & Sound,100,0.77,0.7143,0.68,veteran
Geordie Gray,False,The Australian,19,0.9412,,0.9474,newcomer
George and Josh Bate,False,ScreenAnarchy,22,0.5238,0.3333,0.4545,newcomer
George Bate,False,ScreenAnarchy,5,0.8,,0.8,newcomer
George White,False,Cultured Vultures,17,0.8235,,0.5294,newcomer
Georgi Petkov,False,Loud and Clear Reviews,13,0.8889,,0.8462,newcomer
Gerald Peary,True,,100,0.7742,,0.8,veteran
Germain Lussier,False,io9.com,100,0.8,0.8974,0.71,veteran
Giancarlo F. Ciprian,False,Cinencuentro,5,1.0,,1.0,newcomer
Giovanni Marchini Camia,False,Sight & Sound,90,0.7333,,0.7333,established
Gisela Savdie,True,,100,0.8842,0.7647,0.9,veteran
Glen Weldon,False,NPR,100,0.77,0.8235,0.72,veteran
Glenn Garner,False,Deadline Hollywood Daily,45,0.7674,,0.9333,established
Glenn Heath Jr.,True,,100,0.6989,,0.75,veteran
Glenn Kenny,True,,100,0.8065,1.0,0.92,veteran
Glenn Whipp,True,,100,0.84,,0.64,veteran
Gracie Lowes,False,Tell-Tale TV,6,0.6667,,0.3333,newcomer
Graeme Blundell,False,The Australian,10,0.7143,,0.9,newcomer
Graeme Virtue,False,Guardian,17,0.875,,0.6471,newcomer
Gregg Shapiro,False,Bay Area Reporter,100,0.8454,0.6,0.85,veteran
Gregory Nussen,False,Screen Rant,100,0.8021,0.7273,0.69,veteran
Griffin Schiller,True,,42,0.7619,0.8824,0.7857,established
Guillermo Courau,False,La Nación (Argentina),100,0.716,1.0,0.6,veteran
Gustavo Herrera Taboada,False,Cinencuentro,55,0.8571,,0.8545,established
Hailey Passmore,False,Nerdspin,13,0.7692,,0.6923,newcomer
Hannah Bae,False,San Francisco Chronicle,11,1.0,,1.0,newcomer
Hannah Brown,True,,100,0.7126,0.5714,0.8,veteran
Hannah Cronk,False,Film Threat,19,0.625,,1.0,newcomer
Hannah Gearan,False,Screen Rant,14,0.6923,,0.5,newcomer
Hannah Lodge,True,,97,0.8144,0.9,0.701,established
Hannah Rose,False,Bust Magazine,66,0.7424,0.8571,0.9242,established
Hannah Strong,True,,100,0.7609,0.7857,0.71,veteran
Harper Barnes,False,St. Louis Post-Dispatch,100,0.83,,0.79,veteran
Harper Rochel Goldman,False,MovieJawn,13,0.8182,,0.7692,newcomer
Harrison Richlin,False,IndieWire,6,1.0,,1.0,newcomer
Harry Stainer,False,Empire Magazine,9,0.8889,,0.7778,newcomer
Hayden Mears,True,,40,0.875,0.5,0.75,established
Heather Schwedel,False,Slate,8,0.5,,0.375,newcomer
Heidi Krull,False,MovieJawn,13,0.8,,0.6923,newcomer
Heidy Morales,True,,90,0.961,,0.9778,established
Helen Brown,False,Daily Telegraph (UK),6,0.8333,,0.8333,newcomer
Helen Hawkins,False,Time Out,83,0.8125,0.8333,0.8072,established
Henry K. Miller,False,Sight & Sound,21,0.8571,,0.7619,newcomer
Henry Wong,True,,23,0.5652,0.4615,0.5652,newcomer
Hilary A White,True,,100,0.8621,0.8095,0.93,veteran
Holly Hazelwood,False,Spectrum Culture,37,0.6765,0.6667,0.5405,established
Hugo Davenport,False,Daily Telegraph (UK),69,0.7391,,0.6667,established
Hugo Emmerzael,False,In Review Online,12,0.5833,1.0,0.4167,newcomer
Hugo Hernández Valdivia,True,,100,0.7755,0.7857,0.79,veteran
Iain Robertson,False,Starburst,16,0.9375,,0.875,newcomer
Ian Gormely,False,Exclaim!,8,0.75,,0.75,newcomer
Ian Sandwell,False,Digital Spy,100,0.88,0.9375,0.81,veteran
Iana Murray,False,Empire Magazine,84,0.8333,0.5,0.869,established
Ignacio Navarro,False,El antepenúltimo mohicano,100,0.8542,1.0,0.89,veteran
Ignatiy Vishnevetsky,False,Chicago Reader,100,0.64,0.6667,0.35,veteran
Imogen West-Knights,False,Slate,18,0.9444,,0.8889,newcomer
India Block,False,London Evening Standard,15,0.8667,0.8571,0.8667,newcomer
Inkoo Kang,True,,100,0.701,,0.61,veteran
Isabella Cantillano-Sanchez,False,InBetweenDrafts,7,0.7143,,0.4286,newcomer
Isabella Liistro,False,Loud and Clear Reviews,11,0.9091,,1.0,newcomer
Isabella Soares,False,Collider,43,0.6905,,0.7442,established
Isaiah Colbert,False,IGN Movies,20,0.8421,,0.8,newcomer
Ishita Sengupta,True,,100,0.7912,,0.49,veteran
Ishmeet Nagpal,False,Common Sense Media,26,0.8462,,0.6923,newcomer
J Hurtado,True,,100,0.871,0.6,0.84,veteran
J. Don Birnam,True,,100,0.701,,0.7,veteran
J. Kelly Nestruck,False,Globe and Mail,25,0.7727,,0.8,newcomer
J. Kim Murphy,False,Variety,23,0.5714,,0.4348,newcomer
Jack Hamilton,False,Slate,20,0.7,,0.6,newcomer
Jack King,False,New York Magazine/Vulture,77,0.8831,0.9,0.8182,established
Jack Martin,True,,100,0.8586,0.9286,0.68,veteran
Jack Seale,False,Radio Times,22,0.9333,,0.9545,newcomer
Jack Shepherd,False,Total Film,17,0.875,,0.7647,newcomer
Jack Walters,True,,92,0.8916,0.9,0.8152,established
Jackie K. Cooper,True,,100,0.6667,0.8333,0.65,veteran
Jacob Hall,False,New York Daily News,46,0.8478,1.0,0.8913,established
Jacob Mauceri,False,InSession Film,6,1.0,,0.6667,newcomer
Jacob Oller,True,,100,0.7273,0.8182,0.49,veteran
Jacob Throneberry,False,AwardsWatch,17,0.8824,,0.7647,newcomer
Jacob Walker,False,Starburst,26,0.7273,,0.7692,newcomer
Jada Yuan,False,Washington Post,8,1.0,,0.875,newcomer
Jagger Blaec,False,Willamette Week,8,1.0,1.0,1.0,newcomer
Jake Cole,False,Slant Magazine,100,0.8316,0.7273,0.81,veteran
Jake Cunningham,False,Empire Magazine,18,0.9444,,0.8889,newcomer
Jake Howell,False,NOW Toronto,7,0.6667,,0.7143,newcomer
Jake Kleinman,False,Polygon,14,0.7143,1.0,0.7143,newcomer
Jake Kring-Schreifels,False,Paste Magazine,78,0.7436,,0.7308,established
Jake Peffer,False,Battle Royale With Cheese,31,0.7,0.8571,0.7419,established
Jake Pitre,False,Slant Magazine,14,0.7692,,0.7143,newcomer
Jake Tropila,False,In Review Online,100,0.6979,,0.58,veteran
Jake Wilson,False,Sydney Morning Herald,100,0.6211,0.6897,0.56,veteran
James D. Williams,False,InSession Film,14,0.9167,,0.8571,newcomer
James Delingpole,False,The Spectator,13,0.6154,,0.6154,newcomer
James Dyer,False,Empire Magazine,68,0.7353,,0.7206,established
James Factora,False,them.,5,1.0,,0.8,newcomer
James Greenberg,False,The Hollywood Reporter,100,0.8485,,0.83,veteran
James Hadfield,False,Japan Times,100,0.6333,,0.62,veteran
James Jackson,False,The Times (UK),53,1.0,,1.0,established
James Parker,False,Boston Globe,6,0.8333,,0.8333,newcomer
James Perkins,False,Starburst,100,0.7802,,0.8,veteran
James Phelan,False,Film Ireland Magazine,9,1.0,,0.8889,newcomer
James Plath,True,,100,0.7629,,0.8,veteran
James Poniewozik,True,,23,0.8261,,0.8696,newcomer
James Sanford,True,,100,0.798,,0.64,veteran
James Saynor,False,The Arts Desk,54,0.8302,1.0,0.7963,established
James Scott,False,Austin Chronicle,10,0.8,1.0,0.6,newcomer
James Verniere,True,,100,0.7778,0.84,0.78,veteran
James Walton,False,Daily Telegraph (UK),26,0.7778,,0.5769,newcomer
James Whitbrook,False,io9.com,17,0.8235,,0.7647,newcomer
Jami Bernard,True,,100,0.86,,0.72,veteran
Jamie Parker,False,CBR,10,0.6,,0.7,newcomer
Janet Reinschmidt,False,MovieJawn,5,1.0,,1.0,newcomer
Jara Yáñez,False,Caimán Cuadernos de Cine,53,0.7333,,0.7736,established
Jared Mobarak,True,,100,0.8696,0.7333,0.93,veteran
Jarrod Jones,False,Paste Magazine,36,0.8286,0.7778,0.6667,established
Jasmine Blu,False,TV Fanatic,21,0.4,,0.9048,newcomer
Jasneet Singh,False,Collider,11,0.8,,0.8182,newcomer
Jason Adams,True,,100,0.7755,0.5484,0.81,veteran
Jason Anderson,True,,100,0.8646,,0.88,veteran
Jason Blake,False,Sydney Morning Herald,56,0.9038,,0.9107,established
Jason Clinkscales,False,Decider,6,1.0,,1.0,newcomer
Jason Gorber,True,,100,0.8506,0.9167,0.86,veteran
Jason Miller,False,Nerdspin,16,0.8125,0.8571,1.0,newcomer
Jason Shawhan,False,AV Club,100,0.8842,0.8333,0.91,veteran
Jason Tabrys,False,Screen Rant,8,0.8571,,1.0,newcomer
Jason Zinoman,False,New York Times,57,0.8824,,0.8246,established
Jasper Rees,False,Daily Telegraph (UK),100,0.8333,,0.8,veteran
Javier Alejandro Ramos,False,Cinencuentro,5,1.0,1.0,1.0,newcomer
Javier Ocaña,False,El Pais (Spain),100,0.7083,0.6471,0.68,veteran
Jay Boyar,True,,100,0.85,,0.79,veteran
Jay Ledbetter,False,Film Inquiry,28,0.9643,1.0,0.7143,newcomer
Jaylan Salah,False,MovieJawn,69,0.8929,,0.942,established
Jayne Nelson,False,Total Film,100,0.8025,,0.62,veteran
Jeanine T. Abraham,True,,100,0.8298,0.7826,0.77,veteran
Jeff Nelson,True,,100,0.7677,0.75,0.66,veteran
Jeff Strickler,False,Minneapolis Star Tribune,100,0.74,,0.8,veteran
Jefferson Everest Crawford,False,In Review Online,10,0.5,,0.5,newcomer
Jeffrey Edalatpour,True,,100,0.7857,,0.74,veteran
Jeffrey Lyles,True,,100,0.7444,0.7586,0.72,veteran
Jen Maravegias,False,Pajiba,22,0.8,,0.6364,newcomer
Jenn Adams,True,,100,0.8105,0.7778,0.9,veteran
Jenna Anderson,False,The Mary Sue,17,0.7647,,0.9412,newcomer
Jenna Scherer,False,Rolling Stone,13,0.8462,,0.6154,newcomer
Jennie Kermode,True,,100,0.875,1.0,0.89,veteran
Jennifer Borget,False,Common Sense Media,81,0.6842,,0.8395,established
Jenny Nixon,False,Common Sense Media,13,0.5,,0.7692,newcomer
Jeremy Aspinall,False,Radio Times,100,0.8333,0.9,0.87,veteran
Jeremy Jahns,True,,100,0.85,0.8478,0.63,veteran
Jeremy Looney,False,Common Sense Media,10,0.75,,1.0,newcomer
Jeremy Mathai,False,Slashfilm,50,0.72,0.875,0.62,established
Jericho Tadeo,True,,92,0.8941,0.8333,0.8587,established
Jerrica Tisdale,False,Tell-Tale TV,24,0.6667,,0.9167,newcomer
Jess Saunders,False,MovieJawn,7,0.7143,,0.5714,newcomer
Jesse Doppelt,False,Spectrum Culture,33,0.6364,1.0,0.4242,established
Jesse Schedeen,False,IGN Movies,23,0.9091,,0.8696,newcomer
Jessi Cape,False,Austin Chronicle,26,0.85,,0.9615,newcomer
Jessica Gonzales,False,Geek Vibes Nation,22,0.8095,,0.9545,newcomer
Jessica Kiang,True,,100,0.8734,0.8333,0.8,veteran
Jessica Toomer,False,Collider,8,1.0,,0.875,newcomer
Jessica Winter,False,Slate,100,0.7755,,0.47,veteran
Jessie Gender,True,,29,0.8929,,0.7931,newcomer
Jessie Wallace,False,Pajiba,5,0.8,,0.8,newcomer
Jill Vranken,False,MovieJawn,5,0.6,,0.6,newcomer
Jim Laczkowski,True,,100,0.866,0.8,0.83,veteran
Jim Ross,True,,100,0.8866,0.88,0.78,veteran
Jim Slotek,True,,100,0.8421,0.7647,0.82,veteran
Jim Vejvoda,False,IGN Movies,100,0.77,,0.83,veteran
Jinal Bhatt,True,,12,0.8,,0.8333,newcomer
JK Sooja,False,Common Sense Media,100,0.7403,,0.48,veteran
Joanna Langfield,True,,100,0.82,0.7879,0.85,veteran
Joanne Laurier,True,,100,0.6452,,0.72,veteran
Joanne Soh,True,,100,0.7576,1.0,0.73,veteran
Joe Botten,False,Loud and Clear Reviews,37,0.6486,0.8,0.7568,established
Joe Brown,False,Washington Post,74,0.7432,,0.6216,established
Joe Carlough,False,MovieJawn,8,0.4,,0.5,newcomer
Joe George,True,,47,0.8723,0.8571,0.8511,established
Joe Gross,False,Austin Chronicle,100,0.8737,,0.83,veteran
Joe Leydon,True,,100,0.7629,,0.84,veteran
Joe Muldoon,False,Battle Royale With Cheese,46,0.8837,,0.9348,established
Joe Passmore,True,,25,0.84,,0.88,newcomer
Joel Keller,False,Cinematical,100,0.9277,,0.92,veteran
Joelle Monique,True,,45,0.8864,,0.8444,established
Joey Shapiro,False,Chicago Reader,20,0.6,,0.65,newcomer
Johanna Steinmetz,False,Chicago Tribune,26,0.7692,,0.5,newcomer
John Anderson,True,,100,0.8861,,0.86,veteran
John Berra,False,Screen International,100,0.8462,,0.8,veteran
John DeVore,False,Premiere Magazine,7,0.5714,,0.2857,newcomer
John Dotson,False,InSession Film,6,1.0,,0.8333,newcomer
John Flickinger,True,,46,0.913,0.9167,0.6087,established
John Kirk,False,Original Cin,80,0.6883,1.0,0.7625,established
John Lyttle,False,New Statesman,8,0.625,,0.625,newcomer
John Noonan,False,FILMINK (Australia),100,0.8105,,0.88,veteran
John Nugent,False,Empire Magazine,100,0.8061,0.9091,0.77,veteran
John Paul King,False,Washington Blade,100,0.9368,0.9167,0.99,veteran
John Rocha,True,,48,0.8333,0.8571,0.7917,established
John Semley,False,Slant Magazine,100,0.62,,0.51,veteran
John Serba,False,MLive.com,100,0.7895,0.8,0.64,veteran
John Stark,True,,100,0.7531,0.7778,0.73,veteran
John Wenzel,False,Denver Post,55,0.7778,,0.6909,established
John Wilmes,False,Chicago Reader,10,0.8,,0.6,newcomer
Johnny Loftus,False,Decider,100,0.8125,,0.94,veteran
Johnny Oleksinski,False,New York Post,100,0.75,0.6957,0.55,veteran
Joly Herman,False,Common Sense Media,60,0.5741,,0.8167,established
Jon Abrams,False,Daily Grindhouse,5,0.8,,0.8,newcomer
Jon Frosch,True,,100,0.83,,0.6,veteran
Jon Winkler,False,The Young Folks,100,0.69,0.7083,0.46,veteran
Jonathan Anderson,False,Starburst,37,0.7568,,0.9459,established
Jonathan Rosenbaum,True,,100,0.7204,,0.67,veteran
Jonathan Sim,False,ComingSoon.net,100,0.71,0.7111,0.68,veteran
Jonathan W. Hickman,True,,100,0.76,0.75,0.73,veteran
Joonatan Itkonen,True,,100,0.7011,0.5556,0.63,veteran
Jordan Bassett,False,NME (New Musical Express),23,0.7391,0.8333,0.7826,newcomer
Jordan Crucchiola,False,New York Magazine/Vulture,15,0.4,,0.8667,newcomer
Jordan Hoffman,True,,100,0.7374,0.7857,0.77,veteran
Jordan King,True,,17,0.9412,,0.7059,newcomer
Jordan Mintzer,False,Variety,100,0.8889,,0.86,veteran
Jordan Raup,True,,100,0.7857,,0.78,veteran
Jordan Ruimy,True,,100,0.62,0.55,0.59,veteran
Jordon Searle,False,Loud and Clear Reviews,13,0.8182,,0.6923,newcomer
Jorge Rivera Rubio,True,,100,0.8,0.871,0.94,veteran
Jose Cordova,False,The Young Folks,7,0.8571,,0.7143,newcomer
Joseph Garcia,False,Dynamic Duel Podcast,46,0.7609,0.75,0.8261,established
Joseph Neff,False,Spectrum Culture,31,0.8621,1.0,0.7419,established
Joseph Stanichar,False,Paste Magazine,5,0.6,,0.4,newcomer
Joseph Tomastik,False,Loud and Clear Reviews,100,0.8404,0.875,0.72,veteran
Josh Davis,False,Pop Culture Leftovers,47,0.9149,,0.8936,established
Josh Larsen,True,,100,0.8351,0.7826,0.9,veteran
Josh Parham,False,AwardsWatch,100,0.7473,0.9091,0.63,veteran
Josh Rosenberg,False,Esquire Magazine,7,1.0,,0.7143,newcomer
Josh Sorokach,False,Decider,30,0.7778,,0.9333,established
Josh Winning,False,Total Film,100,0.7879,,0.9,veteran
Joshua Bogatin,False,In Review Online,15,0.4167,,0.6,newcomer
Joshua M. Patton,False,CBR,18,0.75,,1.0,newcomer
Joshua Mbonu,False,AwardsWatch,49,0.7917,0.9091,0.6327,established
Joshua Peinado,False,In Review Online,16,0.4167,,0.5625,newcomer
Joshua Polanski,True,,100,0.65,0.5,0.67,veteran
Joshua Starnes,True,,100,0.7778,0.6,0.71,veteran
Joshua Stevens,False,Loud and Clear Reviews,29,0.92,,0.8966,newcomer
Josiah Teal,False,Film Threat,100,0.8784,1.0,0.86,veteran
José de Jesús Chávez Martínez,False,EscribiendoCine,10,0.5714,,0.9,newcomer
Juan Barquin,True,,100,0.7576,0.5,0.75,veteran
Juan Carlos Ugarelli,False,Cinencuentro,45,0.9512,,0.9778,established
Juan Pablo Pugliese,False,EscribiendoCine,24,0.7778,,0.6667,newcomer
Juan Pando,False,Fotogramas,100,0.875,,0.98,veteran
Juanma González,False,Cinemanía (Spain),6,0.8,,0.6667,newcomer
Judith Lewis,False,L.A. Weekly,6,0.8333,,0.6667,newcomer
