critic_name,top_critic,publisher_name,total_reviews,agreement_rate,big_movie_agreement_rate,fresh_rate,tier
Patrick Sproull,False,Den of Geek,17,0.75,,0.7059,newcomer
Paul Attard,False,Slant Magazine,64,0.4138,,0.2969,established
Paul Harris,False,The Age (Australia),5,0.8,,0.4,newcomer
Paul Kalina,False,The Age (Australia),5,0.6,,0.6,newcomer
Paul Klein,True,,100,0.7653,0.7391,0.69,veteran
Paul Marchbanks,False,Christianity Today,7,0.4286,0.6,0.5714,newcomer
Paul Mount,False,Starburst,100,0.6842,0.8571,0.89,veteran
Paul Tassi,True,,11,0.8182,,0.6364,newcomer
Paula Arantzazu Ruiz,False,Espinof,100,0.8941,,0.92,veteran
Paula Hernandez Platero,False,Cinemanía (Spain),9,0.75,1.0,1.0,newcomer
Pauline Adamek,False,FILMINK (Australia),59,0.8276,,0.8136,established
Payton McCarty-Simas,False,Film Inquiry,41,0.8158,0.6667,0.7805,established
Pedro Luis Graterol,False,The Young Folks,31,0.8065,1.0,0.8065,established
Pedro Paunero,False,EscribiendoCine,34,0.8125,0.8,0.7647,established
Peg Aloi,True,,100,0.9462,1.0,0.97,veteran
Pere Vall,False,Fotogramas,44,0.9,,0.9545,established
Perry Norton,False,Film Threat,51,0.7568,,0.8431,established
Pete Vonder Haar,False,L.A. Weekly,100,0.76,0.75,0.61,veteran
Peter Bodie,False,Film Ireland Magazine,9,0.8333,,0.8889,newcomer
Peter Debruge,True,,100,0.8144,0.8261,0.83,veteran
Peter Hoskin,False,Daily Mail (UK),17,0.8235,0.75,0.7059,newcomer
Peter Keough,True,,100,0.7794,0.5556,0.85,veteran
Peter Martin,True,,100,0.7561,0.7368,0.88,veteran
Peter Watts,False,Uncut Magazine [UK],7,0.8333,,0.7143,newcomer
Peyton Robinson,False,RogerEbert.com,100,0.7938,,0.57,veteran
Phil Nobile Jr.,False,Birth.Movies.Death.,20,0.8,,0.7,newcomer
Phil Walsh,False,Geek Vibes Nation,96,0.6667,,0.7604,established
Philip Bagnall,False,Next Best Picture,96,0.7931,0.75,0.6771,established
Philip De Semlyen,True,,100,0.9588,0.9394,0.98,veteran
Philip French,False,The Times (UK),100,0.81,,0.59,veteran
Philip Kennicott,False,Washington Post,63,0.746,,0.6032,established
Phoebe Chen,False,4:3,21,0.7368,,0.7619,newcomer
Phoenix Clouden,False,Geek Vibes Nation,6,0.8333,,0.8333,newcomer
Phuong Le,True,,100,0.9024,,0.86,veteran
Pierce Conran,True,,39,1.0,,0.9231,established
Pippa Bailey,False,New Statesman,14,0.8571,1.0,0.7857,newcomer
PJ Grisar,True,,19,0.5556,,0.6842,newcomer
Polly Conway,True,,19,0.7857,,0.9474,newcomer
Prathyush Parasuraman,False,Film Companion,74,0.6333,,0.3784,established
Priyanka Sundar,False,Hindustan Times,84,0.7612,,0.4643,established
Proma Khosla,False,IndieWire,53,0.86,,0.8868,established
Q.V. Hough,True,,100,0.8621,,0.84,veteran
Qina Liu,False,Seattle Times,5,1.0,,1.0,newcomer
Rachael Harper,False,SciFiNow,44,0.7273,1.0,0.9091,established
Rachel Cooke,True,,32,0.8077,,0.7188,established
Rachel Ho,True,,100,0.8605,0.92,0.75,veteran
Rachel LaBonte,False,Screen Rant,100,0.7143,1.0,0.78,veteran
Rachel Leishman,True,,100,0.79,0.8511,1.0,veteran
Rachel Pronger,False,Sight & Sound,12,0.7273,,0.75,newcomer
Rachel Saslow,False,Washington Post,12,0.3636,,0.3333,newcomer
Rachel Shatto,True,,62,0.8621,0.8462,0.8387,established
Rachel Syme,False,The New Yorker,11,1.0,,1.0,newcomer
Rachel Tolleson,False,The Mary Sue,18,0.8889,0.8,1.0,newcomer
Rachel Wagner,True,,100,0.7241,0.5714,0.72,veteran
Radheyan Simonpillai,True,,100,0.7551,0.8056,0.66,veteran
Radhika Seth,False,Vogue,28,0.7857,0.7273,0.8571,newcomer
Rafa Sales Ross,True,,100,0.78,0.75,0.77,veteran
Randall King,True,,100,0.8878,,0.8,veteran
Randy Dankievitch,True,,14,0.5385,0.75,0.5,newcomer
Randy Meeks,False,Espinof,100,0.75,0.8333,0.72,veteran
Rania Richardson,True,,65,0.95,,0.9692,established
Ranny Vasquez,False,EscribiendoCine,6,0.8,,0.6667,newcomer
Raquel Stecher,True,,100,0.9222,,0.95,veteran
Ray Pride,True,,100,0.8842,0.9375,0.92,veteran
Raúl Álvarez,False,El antepenúltimo mohicano,10,0.9,1.0,0.9,newcomer
Ready Steady Cut Staff,False,Ready Steady Cut,25,0.8261,,0.84,newcomer
Reanna Cruz,False,Pop Culture Happy Hour (NPR Podcast),5,0.8,0.6667,0.6,newcomer
Rebecca Harrison,True,,53,0.7885,,0.6981,established
Rebecca Nicholson,True,,39,0.9259,,0.8718,established
Rebecca Onion,False,Slate,13,0.8462,,0.6154,newcomer
Rebecca Tucker,False,Globe and Mail,10,0.7,,0.7,newcomer
Reginald Ponder,True,,64,0.8438,0.9231,0.9219,established
Renuka Vyavahare,True,,100,0.7419,0.8667,0.77,veteran
Reuben Baron,True,,100,0.7629,0.8,0.77,veteran
Rex Reed,True,,100,0.6263,0.6667,0.6,veteran
Rhian Daly,False,NME (New Musical Express),21,0.8421,,0.8571,newcomer
Rich Juzwiak,False,Slate,100,0.7576,,0.67,veteran
Richard Bardon,False,Mad About Movies Podcast,24,0.875,1.0,0.7917,newcomer
Richard Kuipers,False,Variety,100,0.8415,,0.89,veteran
Richard Roeper,True,,100,0.8,0.8462,0.81,veteran
Richard Whittaker,False,Austin Chronicle,100,0.8081,0.8621,0.72,veteran
Rick Bentley,True,,100,0.8788,0.875,0.66,veteran
Rick Hong,False,Film Threat,19,0.4211,,0.8421,newcomer
Rick Romancito,True,,100,0.75,0.72,0.83,veteran
Ricky Archuleta,False,Film Threat,10,0.8333,,0.9,newcomer
Ricky Church,False,Flickering Myth,43,0.8333,1.0,0.9302,established
Ridge Harripersad,True,,33,0.8485,1.0,0.9697,established
Rihaana Stephens,False,Geeks of Color,17,0.6471,0.6667,0.8235,newcomer
Rino Lu,False,ScreenAnarchy,11,0.9091,,1.0,newcomer
Rishma Dosani,False,Metro Newspaper (UK),5,0.4,,0.8,newcomer
Rita Di Santo,True,,24,0.7273,1.0,0.8333,newcomer
Ritesh Mehta,False,IndieWire,14,0.8462,,0.7857,newcomer
Rob Leane,False,Radio Times,5,0.4,,0.8,newcomer
Rob Owen,True,,100,0.7065,,0.73,veteran
Rob Sheffield,False,Rolling Stone,8,1.0,,1.0,newcomer
Rob Silverman Ascher,False,Chicago Reader,12,0.8182,,0.75,newcomer
Robbie Roberts,False,"News & Observer (Raleigh, NC)",9,0.8889,,0.8889,newcomer
Robert Abele,True,,100,0.8969,,0.87,veteran
Robert Brian Taylor,False,Collider,28,0.75,,0.3571,newcomer
Robert Butler III,False,Geeks of Color,17,0.9412,,0.9412,newcomer
Robert Daniels,True,,100,0.7333,0.6364,0.65,veteran
Robert Hutton,True,,5,0.8,0.75,0.4,newcomer
Robert Kojder,True,,100,0.7071,0.8,0.54,veteran
Robert Levin,True,,100,0.78,0.6667,0.52,veteran
Robert Lloyd,False,Los Angeles Times,100,0.883,,0.85,veteran
Robert Martin,False,Globe and Mail,48,0.7917,,0.8125,established
Robert Ruggio,False,AwardsWatch,20,0.85,,0.85,newcomer
Robert Stinner,False,In Review Online,43,0.725,,0.6512,established
Robert W. Butler,True,,100,0.798,0.7917,0.77,veteran
Robert W. Monk,False,FILMINK (Australia),64,0.9298,,0.8906,established
Roberto Tyler Ortiz,False,Loud and Clear Reviews,99,0.7831,0.875,0.6162,established
Robyn Bahr,True,,42,0.7436,,0.5238,established
Rocco T. Thompson,True,,100,0.7245,0.8182,0.74,veteran
Rocío Mariel González,False,EscribiendoCine,10,0.625,,0.7,newcomer
Rod Machen,False,Austin Chronicle,16,0.9286,,1.0,newcomer
Rodrigo Perez,True,,100,0.8041,0.8065,0.65,veteran
Roger Friedman,True,,100,0.6869,0.9,0.77,veteran
Roger Hurlburt,False,South Florida Sun-Sentinel,100,0.69,,0.56,veteran
Roger Salvans,False,Fotogramas,83,0.8333,0.5,0.8313,established
Rohan Patel,True,,24,0.7083,0.6667,0.9167,newcomer
Rohit Panikker,False,Filmfare,10,1.0,,1.0,newcomer
Ron Seoul-Oh,True,,26,0.7308,0.8,0.9231,newcomer
Ronald Young Jr.,False,Pop Culture Happy Hour (NPR Podcast),5,0.6,0.6667,0.8,newcomer
Ronda Racha Penrice,True,,43,0.8571,,0.8837,established
Rory O'Connor,False,The Film Stage,100,0.8901,1.0,0.93,veteran
Rosa Parra,True,,100,0.8454,0.8,0.89,veteran
Rosalynn Try-Hane,True,,100,0.8065,,0.81,veteran
Rose Ho,True,,38,0.875,,0.8684,established
Rosie Knight,True,,88,0.7126,,0.9318,established
Ross Anthony,True,,100,0.79,0.8571,0.83,veteran
Rotem Rusak,False,Nerdist,15,0.4667,,1.0,newcomer
Roveena Jassal,False,NOW Toronto,5,1.0,,1.0,newcomer
Roxana Hadadi,True,,100,0.7732,,0.66,veteran
Ruben Peralta Rigaud,True,,100,0.8842,0.9211,0.87,veteran
Rubén Romero Santos,False,Cinemanía (Spain),100,0.8372,0.875,0.84,veteran
Rubén Rosario,True,,100,0.593,0.5128,0.55,veteran
Rubén Téllez Brotons,False,El antepenúltimo mohicano,8,0.5714,,0.375,newcomer
Ruchika Bhat,True,,21,0.7692,,0.5714,newcomer
Rudy Valdez,False,Willamette Week,15,0.7143,,0.8667,newcomer
Russell Smith,False,Dallas Morning News,100,0.7143,,0.64,veteran
Ryan Britt,False,Den of Geek,15,0.5714,,0.9333,newcomer
Ryan Guar,False,Discussing Film,5,1.0,,0.8,newcomer
Ryan McQuade,False,The Playlist,100,0.8182,1.0,0.82,veteran
Ryan Scott,False,Slashfilm,15,0.9333,,1.0,newcomer
Ryan Silberstein,True,,100,0.7449,0.6875,0.79,veteran
S. Poorvaja,False,The Hindu,8,0.8571,,0.625,newcomer
Sa'iyda Shabazz,False,Autostraddle,12,0.8889,,0.75,newcomer
Sabina Dana Plasse,False,Film Threat,100,0.9833,,1.0,veteran
Sabina Graves,False,io9.com,27,0.6296,0.5,0.9259,newcomer
Sabrina Ramirez,False,Geeks of Color,23,0.8696,0.75,1.0,newcomer
Saffron Maeve,False,Sight & Sound,48,0.6739,,0.7292,established
Sakhi Thirani,False,Common Sense Media,59,0.8929,,0.5085,established
Sal Cinquemani,False,Slant Magazine,18,0.6667,,0.5,newcomer
Sam Barsanti,False,AV Club,6,0.8333,,0.8333,newcomer
Sam Bodrojan,False,Little White Lies,6,0.8333,,0.8333,newcomer
Sam Haysom,False,Mashable,23,0.8261,,0.6957,newcomer
Sam Moore,False,Vague Visages,15,0.8,,0.6667,newcomer
Samantha Allen,False,them.,22,0.9091,,1.0,newcomer
Samantha Bergeson,False,IndieWire,43,0.7143,,0.5349,established
Samantha Coley,True,,9,0.6667,,0.7778,newcomer
Samantha McLaren,True,,50,0.8684,1.0,0.76,established
Samantha Nelson,True,,27,0.6296,0.8333,0.5185,newcomer
Samantha Puc,True,,18,0.8333,,0.6667,newcomer
Samarth Goyal,False,Hindustan Times,29,0.7143,0.75,0.4483,newcomer
Sankeerthna Vedamtam,False,MovieJawn,23,0.95,,0.8696,newcomer
Santiago Alverú,False,Cinemanía (Spain),100,0.679,,0.64,veteran
Santiago Echeverría,False,EscribiendoCine,52,0.875,,0.8462,established
Sara Merican,True,,12,0.8333,,0.9167,newcomer
Sarah Boslaugh,True,,100,0.9639,,1.0,veteran
Sarah Crompton,False,Daily Telegraph (UK),7,0.7143,,0.8571,newcomer
Sarah Gorr,False,The Spool,76,0.8289,1.0,0.6711,established
Sarah Kent,False,The Arts Desk,51,0.8636,,0.8627,established
Sarah Knight Adamson,True,,100,0.83,0.9545,0.94,veteran
Sarah Ksiazek,True,,66,0.7424,1.0,0.7879,established
Sarah Larson,False,The New Yorker,5,1.0,,0.8,newcomer
Sarah Marloff,False,Austin Chronicle,16,1.0,,0.875,newcomer
Sarah Marrs,True,,100,0.76,0.8043,0.67,veteran
Sarah Musnicky,True,,100,0.8,1.0,0.78,veteran
Sarah Ward,True,,100,0.9302,1.0,0.93,veteran
Sarah-Tai Black,False,Los Angeles Times,100,0.7273,,0.61,veteran
Sashidhar Adivi,False,Filmfare,13,0.6667,,0.5385,newcomer
Saskia Baron,False,Sight & Sound,100,0.6915,,0.65,veteran
Scaachi Koul,False,BuzzFeed News,5,0.4,,0.8,newcomer
Scott Bryan,True,,10,0.8,,0.8,newcomer
Scott Davis,False,HeyUGuys,53,0.8113,,0.7547,established
Scott Howard,False,Under the Radar,32,0.8,0.9091,0.7188,established
Scott J. Davis,False,Flickering Myth,6,0.8333,,0.5,newcomer
Scott Mendelson,True,,100,0.62,0.7105,0.64,veteran
Scott Menzel,True,,100,0.72,0.6842,0.96,veteran
Scott Meslow,False,New York Magazine/Vulture,28,0.7143,,0.75,newcomer
Scott Nye,False,Battleship Pretension,100,0.8351,1.0,0.91,veteran
Scott Wilson,False,One Room With A View,47,0.8605,,0.8723,established
Sean Fallon,False,Film Inquiry,51,0.898,,0.8627,established
Sean L. McCarthy,False,Decider,100,0.7778,,0.79,veteran
Sean McGeady,False,Radio Times,42,0.7778,,0.6905,established
Sean O'Connell,True,,100,0.82,,0.71,veteran
Sean O'Grady,False,Independent (UK),36,0.9091,,0.9722,established
Sean P. Means,True,,100,0.798,0.7857,0.75,veteran
Sebastian Scotney,False,The Arts Desk,26,0.9091,,0.9615,newcomer
Sergi Sánchez,False,Fotogramas,100,0.9167,,0.95,veteran
Sergio F. Pinilla,False,Cinemanía (Spain),100,0.72,,0.92,veteran
Seth Freilich,False,Pajiba,46,0.7174,,0.7609,established
Seth Katz,False,Slant Magazine,17,0.6875,,0.4706,newcomer
Shadan Larki,False,InSession Film,13,0.9231,,0.9231,newcomer
Shahbaz Siddiqui,False,The Movie Podcast,30,0.9333,0.875,0.8667,established
Shaina Weatherhead,False,Collider,22,0.8095,,0.5455,newcomer
Shakyl Lambert,True,,100,0.81,0.8621,0.71,veteran
Shane McKevitt,False,Film Ireland Magazine,9,0.8889,0.8333,0.6667,newcomer
Shane Slater,True,,100,0.9796,,0.98,veteran
Shannon Connellan,True,,59,0.8136,0.6667,0.9492,established
Shannon Cotter,False,Film Ireland Magazine,10,0.9,,1.0,newcomer
Shannon McGrew,True,,100,0.67,,0.86,veteran
Shannon Miller,False,AV Club,18,0.8333,,0.5,newcomer
Shawn Peer,False,That Shelf,21,0.55,,0.5238,newcomer
Sheila Johnston,False,Daily Telegraph (UK),100,0.7604,,0.48,veteran
Shelagh Rowan-Legg,True,,100,0.9158,0.8333,0.95,veteran
Sheri Linden,True,,100,0.9419,,0.94,veteran
Sherin Nicole,True,,100,0.8247,0.8621,0.82,veteran
Shikhar Verma,True,,100,0.6182,,0.54,veteran
Shilajit Mitra,False,The Hindu,48,0.6944,,0.375,established
Shirley Li,False,Entertainment Weekly,100,0.86,0.8571,0.79,veteran
Shreyas Pande,False,The Hindu,8,0.5,,0.5,newcomer
Shubhra Gupta,True,,100,0.7778,0.5,0.28,veteran
Siddhant Adlakha,True,,100,0.7579,0.8333,0.68,veteran
Simon Ramshaw,False,ScreenAnarchy,5,0.6,,0.4,newcomer
Simon Thompson,True,,100,0.7,0.75,0.81,veteran
Simon Thompson,False,Battle Royale With Cheese,11,0.7143,,0.6364,newcomer
Siobhan Synnot,False,Scotsman,100,0.8061,,0.67,veteran
Sofía Alvarez Salas,False,Cinencuentro,36,0.9167,,1.0,established
Sonal Pandya,False,Hindustan Times,5,0.6,,0.6,newcomer
Sonia Rao,False,Boston Globe,29,0.8621,1.0,0.6552,newcomer
Sophia Nguyen,False,Washington Post,5,0.6,,0.4,newcomer
Sophia Satchell Baeza,False,Sight & Sound,13,0.8333,,0.6923,newcomer
Sophie Butcher,False,Empire Magazine,54,0.7547,0.75,0.7593,established
Soraya Nadia McDonald,True,,91,0.8539,,0.7473,established
Sparks Lowry,False,Spectrum Culture,7,0.8571,,0.4286,newcomer
Spencer Kornhaber,False,The Atlantic,20,0.9,0.6667,0.7,newcomer
Sreeparna Sengupta,False,The Times of India,52,0.6735,,0.8269,established
Srijoni Rudra,True,,43,0.7647,,0.5581,established
Srinivasa Ramanujam,False,The Hindu,30,0.8125,,0.6,established
Srivathsan Nadadhur,False,The Times of India,49,0.8462,,0.3878,established
Sruthi Raman,False,The Times of India,51,0.72,,0.4314,established
Stef Rubino,False,Autostraddle,6,1.0,,1.0,newcomer
Stefan Birgir Stefans,True,,100,0.6145,,0.42,veteran
Stefan Kyriazis,False,Daily Express (UK),35,0.7714,,0.8286,established
Stefania Sarrubba,True,,54,0.8333,0.6364,0.8889,established
Stephanie Merry,False,Washington Post,100,0.84,,0.64,veteran
Stephanie Morgan,False,Common Sense Media,18,0.7273,,0.7778,newcomer
Stephanie Snyder,False,Common Sense Media,7,1.0,,1.0,newcomer
Stephanie Zacharek,True,,100,0.75,0.5714,0.69,veteran
Stephen Farber,True,,100,0.8043,,0.74,veteran
Stephen Hunter,True,,100,0.66,,0.59,veteran
Stephen Kelly,False,BBC.com,56,0.8519,,0.5714,established
Stephen Romei,False,The Australian,100,0.8421,0.7742,0.85,veteran
Stephen Thompson,True,,23,0.8696,0.9167,0.8261,newcomer
Stephen Troussé,False,Uncut Magazine [UK],16,0.9286,1.0,1.0,newcomer
Steve Crum,True,,100,0.87,0.9091,0.87,veteran
Steve Murray,True,,100,0.7374,0.5,0.61,veteran
Steve Persall,True,,100,0.85,,0.85,veteran
Steve Pond,False,TheWrap,100,0.8646,0.9091,0.95,veteran
Stuart Heritage,False,Guardian,15,0.6154,,0.8,newcomer
Sukanya Verma,True,,100,0.8202,,0.54,veteran
Susan Kamyab,True,,100,0.7959,0.8182,0.83,veteran
Swara Salih,True,,37,0.6944,,0.8108,established
Swaroop Kodur,False,The Indian Express,15,0.7143,,0.3333,newcomer
Sydney Lee,False,Horror Movie Talk,28,0.7143,0.8571,0.7857,newcomer
Tai Gooden,True,,19,0.7368,,0.7895,newcomer
Tamma Moksha,False,The Hindu,47,0.75,,0.617,established
Tania Hussain,True,,59,0.7193,,0.7797,established
Tara Ariano,True,,23,0.7333,,0.6522,newcomer
Tasha Robinson,True,,100,0.8283,0.5,0.82,veteran
Tatat Bunnag,False,Bangkok Post,100,0.8021,0.875,0.68,veteran
Tatiana Albandos,False,Medium Popcorn,42,0.6905,0.8,0.7381,established
Tatiana King,False,For All Nerds Podcast,14,0.5714,0.5833,0.8571,newcomer
Tatsam Mukherjee,True,,93,0.8242,0.7273,0.5376,established
Taylor Williams,False,Slant Magazine,15,0.8,0.75,0.6667,newcomer
Terence Johnson,True,,100,0.8125,0.7778,0.68,veteran
Teresa Xie,False,NPR,5,1.0,,1.0,newcomer
Terry Sherwood,False,Film Threat,83,0.8372,,1.0,established
Terry Terrones,True,,6,0.8333,,1.0,newcomer
Tessa Swehla,False,TheWrap,8,0.7143,,0.75,newcomer
Theodoor Steen,False,ScreenAnarchy,6,1.0,,1.0,newcomer
Thom Ernst,False,Original Cin,100,0.8351,0.9412,0.75,veteran
Thom Geier,False,TheWrap,28,0.7143,1.0,0.8929,newcomer
Thomas Alexander,False,HeyUGuys,12,0.8333,,0.9167,newcomer
Tilly Pearce,True,,22,0.7273,,0.7273,newcomer
Tim Stevens,True,,100,0.7835,0.6667,0.59,veteran
Times of India Staff,False,The Times of India,32,0.8333,,0.8125,established
Timothy Lee,False,Geeks of Color,32,0.7742,0.5,0.6562,established
TK Burton,False,Pajiba,82,0.7195,0.6667,0.6341,established
Toba Singer,False,culturevulture.net,41,0.8974,,0.8537,established
Tobias Jeg,False,Exclaim!,7,1.0,,1.0,newcomer
Tom Atkinson,False,Film Threat,28,0.8571,,1.0,newcomer
Tom Beasley,True,,100,0.6869,0.8182,0.69,veteran
Tom Farrelly,False,FILMINK (Australia),5,0.6,0.6667,0.8,newcomer
Tom Fitzgerald and Lorenzo Marquez,True,,37,0.8919,,0.7568,established
Tom Jolliffe,False,Flickering Myth,21,0.7368,,0.8571,newcomer
Tom Jorgensen,False,IGN Movies,59,0.7288,0.8667,0.7119,established
Tom O'Brien,False,Next Best Picture,100,0.9271,,0.85,veteran
Tom Shone,False,The Times (UK),100,0.84,0.8378,0.73,veteran
Tomas Trussow,True,,100,0.8387,,0.84,veteran
Tomris Laffly,True,,100,0.9022,0.8182,0.77,veteran
Tomás Andrés Guerrero,False,Sensacine,55,0.7843,0.75,0.8909,established
Toni Vall,False,Cinemanía (Spain),100,0.75,,0.88,veteran
Tony Baker,True,,100,0.8,0.8235,0.85,veteran
Tony Medley,True,,100,0.6421,0.2857,0.65,veteran
Tony Norman,False,Pittsburgh Post-Gazette,29,0.8966,,0.7241,newcomer
Tony Rayns,False,Time Out,100,0.83,,0.85,veteran
Tori Potenza,False,MovieJawn,6,1.0,,1.0,newcomer
Toussaint Egan,False,Paste Magazine,90,0.8778,,0.9444,established
Trace Sauveur,False,Austin Chronicle,100,0.82,0.8261,0.61,veteran
Travis Hymas,False,The Young Folks,5,0.8,,0.6,newcomer
Travis M. Andrews,False,Washington Post,13,0.9167,,0.6923,newcomer
Tre'vell Anderson,True,,22,0.8182,0.6667,0.8182,newcomer
Trey Murphy,True,,10,0.8,0.75,0.9,newcomer
Tristian Evans,True,,7,1.0,,1.0,newcomer
Troy Ribeiro,True,,100,0.8,0.8684,0.86,veteran
tt stern-enzi,True,,100,0.73,0.875,0.84,veteran
Ty Cooper,False,HeyUGuys,39,0.8718,,0.9487,established
Tyler Carlsen,False,The Young Folks,33,0.7879,,0.8788,established
Tyler Doster,False,AwardsWatch,10,0.8,,0.7,newcomer
Tyler Taing,False,Discussing Film,19,0.7895,0.9,0.5789,newcomer
Udita Jhunjhunwala,True,,100,0.8571,0.8182,0.54,veteran
Vadim Rizov,True,,100,0.617,0.75,0.68,veteran
Valentina Morillo,True,,21,0.9524,,0.9048,newcomer
Valerie Anne,False,Autostraddle,7,0.7143,,1.0,newcomer
Valerie Kalfrin,True,,100,0.8537,0.8621,0.74,veteran
Vanessa Maki,False,The Mary Sue,25,0.8636,,0.96,newcomer
Vannah Taylor,False,MovieJawn,10,1.0,,1.0,newcomer
Vassilis Kroustallis,True,,100,0.9767,,0.98,veteran
Vera Wylde,True,,74,0.6986,0.8667,0.6892,established
Veronica Elizabeth Bruno,False,Culturess,17,0.9412,,0.9412,newcomer
Vicky Jessop,False,London Evening Standard,18,0.7059,0.6,0.8333,newcomer
Vicky Lawrence,False,Starburst,17,0.8667,,0.9412,newcomer
Victor Recinos,False,Cine Premiere,23,0.8696,1.0,1.0,newcomer
Victor Stiff,True,,100,0.7447,0.75,0.87,veteran
Vikram Murthi,True,,100,0.7083,,0.59,veteran
Vinamra Mathur,False,Firstpost,88,0.7258,0.5,0.5455,established
Violeta Kovacsics,False,Otroscines.com,88,0.8133,1.0,0.8523,established
Vivek M.V.,False,The Hindu,17,1.0,,0.5294,newcomer
Vivian McCall,False,"The Stranger (Seattle, WA)",5,1.0,,1.0,newcomer
Weiting Liu,True,,48,0.913,,0.9375,established
Wendy Ide,True,,100,0.7701,0.6471,0.75,veteran
Wendy Lee Szany,False,Schmoes Know,100,0.79,0.7857,0.88,veteran
Wesley Hunt,False,Loud and Clear Reviews,16,0.9091,,0.8125,newcomer
Whang Yee Ling,False,The Straits Times (Singapore),100,0.8966,0.95,0.75,veteran
Will DiGravio,True,,41,0.85,,0.878,established
Will Hume,False,Flickering Myth,10,0.7,,0.5,newcomer
Will Mavity,False,Next Best Picture,35,0.8571,,0.6857,established
Will Penn,False,Film Ireland Magazine,14,1.0,,1.0,newcomer
Will Salmon,False,Total Film,6,0.8333,,0.5,newcomer
William Evans,True,,15,0.8667,,0.6,newcomer
William Hughes,False,AV Club,6,1.0,,0.6667,newcomer
William Mullally,True,,32,0.8667,0.8889,0.9062,established
William Repass,False,Slant Magazine,100,0.734,,0.75,veteran
William Stottor,True,,100,0.7979,0.8333,0.8,veteran
William Thomas,False,Empire Magazine,100,0.7677,,0.62,veteran
William Tucker,False,But Why Tho?,14,0.9231,,0.8571,newcomer
Wilson Chapman,False,IndieWire,29,0.8214,,0.5862,newcomer
Wilson Kwong,True,,100,0.8557,1.0,0.8,veteran
Witney Seibold,True,,100,0.7,0.5,0.57,veteran
Xero Gravity,True,,49,0.8333,0.875,0.7551,established
Yashaswini Sri,False,The Indian Express,14,0.8571,,0.8571,newcomer
Yasmin Kleinbart,False,The Young Folks,100,0.89,,0.71,veteran
Yasmin Omar,True,,100,0.94,1.0,0.95,veteran
Yasser Medina,True,,100,0.3265,0.3929,0.15,veteran
Zach Lewis,False,Slant Magazine,44,0.6829,0.3333,0.6136,established
Zach Youngs,False,InSession Film,100,0.6979,,0.73,veteran
Zachary Goldkind,False,In Review Online,53,0.3125,,0.1887,established
Zachary Lee,True,,100,0.8471,0.7778,0.8,veteran
Zachary Moser,False,Screen Rant,9,0.7778,,0.5556,newcomer
Zhuo-Ning Su,True,,100,0.91,0.8571,0.97,veteran
Zinia Bandyopadhyay,False,Firstpost,12,0.875,1.0,0.6667,newcomer
Zoe Crombie,False,Film Inquiry,22,0.8421,,0.5909,newcomer
Zosha Millman,True,,37,0.8108,0.8,0.6757,established
Àngel Quintana,False,Caimán Cuadernos de Cine,100,0.7667,0.6667,0.8,veteran
Öykü Sofuoğlu,False,In Review Online,6,0.8,,0.8333,newcomer
